player_id,player_display_name,recent_team,season,week,opponent_team,is_home,is_division_rival,total_line,team_spread,team_implied_total,rolling_4wk_avg_te_fantasy_points_allowed,rolling_4wk_avg_te_receiving_yards_allowed,rolling_4wk_avg_te_receptions_allowed,snap_percentage,routes_run,targets,receptions,target_share,air_yards_share,red_zone_targets,receiving_yards,receiving_tds,receiving_yards_after_catch,yac_per_reception,receiving_air_yards,average_depth_of_target,yards_per_route_run,fantasy_points,fantasy_points_ppr,dk_fantasy_points,fd_fantasy_points,dk_showdown_captain_points
00-0039793,A.J. Barner,SEA,2024,14,ARI,0,0,0.0,0.0,0.0,4.549999944865704,30.5,3.75,0.0,1.0,1,1,0.03448275849223137,-0.0062500000931322575,0.0,13.0,0,14.0,14.0,-1.0,-1.0,13.0,1.2999999523162842,2.299999952316284,2.3,1.8,3.4499999999999997
00-0039793,A.J. Barner,SEA,2024,15,GB,1,0,48.0,-3.0,25.5,9.099999979138374,76.0,6.5,0.0,3.0,3,1,0.09677419066429138,0.16585366427898407,0.0,5.0,0,0.0,0.0,34.0,11.333333333333334,1.6666666666666667,0.5,1.5,1.5,1.0,2.25
00-0039793,A.J. Barner,SEA,2024,16,MIN,1,0,43.0,-2.5,22.75,5.775000095367432,57.75,6.25,0.0,2.0,2,2,0.0476190485060215,0.012269938364624977,1.0,13.0,1,9.0,4.5,4.0,2.0,6.5,7.300000190734863,9.300000190734863,9.3,8.3,13.950000000000001
00-0039793,A.J. Barner,SEA,2024,18,LA,0,0,0.0,0.0,0.0,8.574999809265137,70.75,6.5,0.0,5.0,5,5,0.18518517911434174,0.0325581394135952,2.0,34.0,1,27.0,5.4,7.0,1.4,6.8,9.399999618530273,14.399999618530273,14.4,11.9,21.6
00-0033896,Adam Shaheen,MIA,2020,2,BUF,1,1,42.5,-5.5,24.0,1.7000000476837158,37.0,6.0,0.23,2.0,2,1,0.043478261679410934,0.00638977624475956,1.0,4.0,0,4.0,4.0,2.0,1.0,2.0,0.4000000059604645,1.399999976158142,1.4,0.9,2.0999999999999996
00-0033896,Adam Shaheen,MIA,2020,4,SEA,1,0,55.0,-4.5,29.75,5.899999976158142,59.0,5.666666666666667,0.28,1.0,1,0,0.02222222276031971,0.008797653950750828,0.0,0.0,0,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033896,Adam Shaheen,MIA,2020,5,SF,0,0,0.0,0.0,0.0,3.125,26.25,3.5,0.57,1.0,1,1,0.03703703731298447,0.0,1.0,3.0,1,3.0,3.0,0.0,0.0,3.0,6.300000190734863,7.300000190734863,7.3,6.8,10.95
00-0033896,Adam Shaheen,MIA,2020,6,NYJ,1,1,46.0,9.5,18.25,9.100000008940697,46.0,4.75,0.29,3.0,3,3,0.1034482792019844,0.072727270424366,1.0,51.0,1,35.0,11.666666666666666,16.0,5.333333333333333,17.0,11.100000381469727,14.100000381469727,14.100000000000001,12.600000000000001,21.150000000000002
00-0033896,Adam Shaheen,MIA,2020,8,LA,1,0,46.5,-3.5,25.0,7.974999882280827,64.75,6.25,0.33,1.0,1,0,0.04545454680919647,-0.016949152573943138,0.0,0.0,0,0.0,,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033896,Adam Shaheen,MIA,2020,9,ARI,0,0,0.0,0.0,0.0,5.600000023841858,41.0,4.25,0.39,1.0,1,0,0.03846153989434242,0.008547008968889713,1.0,0.0,0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033896,Adam Shaheen,MIA,2020,10,LAC,1,0,48.5,1.0,23.75,10.899999940767884,40.75,5.0,0.38,1.0,1,1,0.0416666679084301,0.06896551698446274,0.0,19.0,0,1.0,1.0,18.0,18.0,19.0,1.899999976158142,2.9000000953674316,2.9000000000000004,2.4000000000000004,4.3500000000000005
00-0033896,Adam Shaheen,MIA,2020,12,NYJ,0,0,0.0,0.0,0.0,13.150000095367432,71.5,5.5,0.35,2.0,2,1,0.05128205195069313,0.06909091025590897,1.0,7.0,1,1.0,1.0,19.0,9.5,3.5,6.699999809265137,7.699999809265137,7.7,7.2,11.55
00-0033896,Adam Shaheen,MIA,2020,13,CIN,1,0,43.0,10.5,16.25,5.499999895691872,59.5,3.5,0.37,1.0,1,0,0.02631578966975212,0.00671140942722559,1.0,0.0,0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033896,Adam Shaheen,MIA,2020,14,KC,1,0,51.5,-7.5,29.5,10.875000089406967,78.75,6.5,0.45,3.0,3,2,0.06521739065647125,0.025477707386016846,0.0,26.0,0,23.0,11.5,12.0,4.0,8.666666666666666,2.5999999046325684,4.599999904632568,4.6,3.6,6.8999999999999995
00-0033896,Adam Shaheen,MIA,2020,15,NE,1,1,40.0,-1.5,20.75,5.900000095367432,59.0,4.75,0.6,2.0,2,1,0.07999999821186066,0.11224489659070969,0.0,15.0,0,14.0,14.0,11.0,5.5,7.5,1.5,2.5,2.5,2.0,3.75
00-0033896,Adam Shaheen,MIA,2020,16,LV,0,0,0.0,0.0,0.0,6.700000047683716,52.0,4.0,0.24,1.0,1,1,0.029411764815449715,0.0,0.0,3.0,0,3.0,3.0,0.0,0.0,3.0,0.30000001192092896,1.2999999523162842,1.3,0.8,1.9500000000000002
00-0033896,Adam Shaheen,MIA,2020,17,BUF,0,0,0.0,0.0,0.0,8.375000014901161,48.75,4.5,0.23,3.0,3,1,0.050847455859184265,0.027272727340459824,0.0,22.0,0,21.0,21.0,12.0,4.0,7.333333333333333,2.200000047683716,3.200000047683716,3.2,2.7,4.800000000000001
00-0033896,Adam Shaheen,MIA,2021,4,IND,1,0,41.5,2.5,19.5,5.67500002682209,26.75,3.25,0.38,1.0,1,0,0.03333333507180214,0.04782608523964882,1.0,0.0,0,0.0,,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033896,Adam Shaheen,MIA,2021,5,TB,0,0,0.0,0.0,0.0,10.475000023841858,59.75,7.0,0.39,2.0,2,2,0.05128205195069313,0.03999999910593033,0.0,15.0,0,5.0,2.5,10.0,5.0,7.5,1.5,3.5,3.5,2.5,5.25
00-0033896,Adam Shaheen,MIA,2021,7,ATL,1,0,48.5,-1.5,25.0,5.524999873712659,30.25,3.0,0.7,5.0,5,4,0.125,0.08264462649822235,1.0,23.0,0,6.0,1.5,20.0,4.0,4.6,2.299999952316284,6.300000190734863,6.300000000000001,4.300000000000001,9.450000000000001
00-0033896,Adam Shaheen,MIA,2021,8,BUF,0,0,0.0,0.0,0.0,5.374999932944775,33.0,3.75,0.59,1.0,1,1,0.02777777798473835,0.021897809579968452,0.0,8.0,0,2.0,2.0,6.0,6.0,8.0,0.800000011920929,1.7999999523162842,1.8,1.3,2.7
00-0033896,Adam Shaheen,MIA,2021,9,HOU,1,0,45.0,4.0,20.5,10.250000059604645,55.25,3.75,0.48,2.0,2,1,0.05000000074505806,0.020779220387339592,1.0,11.0,0,8.0,8.0,8.0,4.0,5.5,1.100000023841858,2.0999999046325684,2.1,1.6,3.1500000000000004
00-0033896,Adam Shaheen,MIA,2021,10,BAL,1,0,46.5,-8.5,27.5,10.700000090524554,62.0,5.5,0.55,4.0,4,3,0.11764705926179886,0.10064934939146042,3.0,34.0,0,7.0,2.3333333333333335,31.0,7.75,8.5,3.4000000953674316,6.400000095367432,6.4,4.9,9.600000000000001
00-0033896,Adam Shaheen,MIA,2021,11,NYJ,0,0,0.0,0.0,0.0,7.649999976158142,45.25,3.0,0.64,1.0,1,1,0.029411764815449715,0.03333333507180214,0.0,19.0,0,13.0,13.0,6.0,6.0,19.0,1.899999976158142,2.9000000953674316,2.9000000000000004,2.4000000000000004,4.3500000000000005
00-0036422,Adam Trautman,NO,2020,2,LV,0,0,0.0,0.0,0.0,2.0000000298023224,20.0,3.0,0.13,1.0,1,1,0.027027027681469917,0.08510638028383255,0.0,17.0,0,1.0,1.0,16.0,16.0,17.0,1.7000000476837158,2.700000047683716,2.7,2.2,4.050000000000001
00-0036422,Adam Trautman,NO,2020,3,GB,1,0,52.0,3.5,24.25,5.049999892711639,50.5,3.5,0.52,2.0,2,2,0.05714285746216774,0.09210526198148727,0.0,17.0,0,3.0,1.5,14.0,7.0,8.5,1.7000000476837158,3.700000047683716,3.7,2.7,5.550000000000001
00-0036422,Adam Trautman,NO,2020,7,CAR,1,1,49.5,7.0,21.25,7.07500009611249,40.75,5.25,0.4,1.0,1,0,0.02857142873108387,0.05649717524647713,0.0,0.0,0,0.0,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,Adam Trautman,NO,2020,9,TB,0,0,0.0,0.0,0.0,8.200000047683716,49.75,5.25,0.4,3.0,3,3,0.0882352963089943,0.07486630976200104,1.0,39.0,1,25.0,8.333333333333334,14.0,4.666666666666667,13.0,9.899999618530273,12.899999618530273,12.9,11.4,19.35
00-0036422,Adam Trautman,NO,2020,11,ATL,1,1,49.5,3.5,23.0,8.524999856948853,65.25,5.5,0.48,1.0,1,1,0.043478261679410934,0.0422535203397274,0.0,19.0,0,13.0,13.0,6.0,6.0,19.0,1.899999976158142,2.9000000953674316,2.9000000000000004,2.4000000000000004,4.3500000000000005
00-0036422,Adam Trautman,NO,2020,12,DEN,0,0,0.0,0.0,0.0,4.675000011920929,46.75,4.75,0.61,1.0,1,1,0.0714285746216774,-0.03883495181798935,1.0,8.0,0,12.0,12.0,-4.0,-4.0,8.0,0.800000011920929,1.7999999523162842,1.8,1.3,2.7
00-0036422,Adam Trautman,NO,2020,13,ATL,0,0,0.0,0.0,0.0,9.679999813437462,36.25,3.75,0.35,3.0,3,3,0.0810810774564743,0.009999999776482582,0.0,9.0,0,6.0,2.0,3.0,1.0,3.0,0.8999999761581421,3.9000000953674316,3.9,2.4,5.85
00-0036422,Adam Trautman,NO,2020,14,PHI,0,0,0.0,0.0,0.0,5.149999886751175,36.5,3.5,0.24,1.0,1,1,0.027027027681469917,-0.02092050202190876,0.0,12.0,0,17.0,17.0,-5.0,-5.0,12.0,1.2000000476837158,2.200000047683716,2.2,1.7000000000000002,3.3000000000000003
00-0036422,Adam Trautman,NO,2020,16,MIN,1,0,49.0,6.5,21.25,5.224999941885471,37.25,4.5,0.69,2.0,2,2,0.0714285746216774,0.054054055362939835,1.0,45.0,0,31.0,15.5,14.0,7.0,22.5,4.5,6.5,6.5,5.5,9.75
00-0036422,Adam Trautman,NO,2020,17,CAR,0,0,0.0,0.0,0.0,8.825000196695328,58.25,6.75,0.64,1.0,1,1,0.03448275849223137,-0.020512821152806282,0.0,5.0,0,9.0,9.0,-4.0,-4.0,5.0,0.5,1.5,1.5,1.0,2.25
00-0036422,Adam Trautman,NO,2020,18,CHI,1,0,48.0,11.0,18.5,9.60000005364418,51.0,4.5,0.38,0.0,3,1,0.0833333358168602,0.0324324332177639,0.0,4.0,0,3.0,3.0,6.0,2.0,,0.4000000059604645,1.399999976158142,1.4,0.9,2.0999999999999996
00-0036422,Adam Trautman,NO,2021,1,GB,1,0,49.0,-4.0,26.5,6.000000029802322,35.0,4.75,0.82,6.0,6,3,0.30000001192092896,0.21232876181602478,0.0,18.0,0,11.0,3.6666666666666665,31.0,5.166666666666667,3.0,1.7999999523162842,4.800000190734863,4.8,3.3,7.199999999999999
00-0036422,Adam Trautman,NO,2021,3,NE,0,0,0.0,0.0,0.0,7.750000104308128,47.5,4.25,0.82,1.0,1,0,0.05000000074505806,0.019512195140123367,1.0,0.0,0,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,Adam Trautman,NO,2021,4,NYG,1,0,43.0,7.5,17.75,10.524999901652336,65.25,7.0,0.57,1.0,1,1,0.03846153989434242,0.005181347019970417,1.0,3.0,0,2.0,2.0,1.0,1.0,3.0,0.30000001192092896,1.2999999523162842,1.3,0.8,1.9500000000000002
00-0036422,Adam Trautman,NO,2021,5,WAS,0,0,0.0,0.0,0.0,7.474999932572246,59.0,6.0,0.86,2.0,2,2,0.0714285746216774,0.0760233923792839,0.0,43.0,0,17.0,8.5,26.0,13.0,21.5,4.300000190734863,6.300000190734863,6.3,5.3,9.45
00-0036422,Adam Trautman,NO,2021,7,SEA,0,0,0.0,0.0,0.0,11.350000143051147,53.25,5.75,0.86,3.0,3,3,0.09375,0.030201341956853867,0.0,36.0,0,27.0,9.0,9.0,3.0,12.0,1.600000023841858,4.599999904632568,5.6,3.0999999999999996,8.399999999999999
00-0036422,Adam Trautman,NO,2021,8,TB,1,1,48.5,-4.0,26.25,9.974999964237213,54.75,6.75,0.87,6.0,6,2,0.17142857611179352,0.12169311940670013,3.0,4.0,0,0.0,0.0,23.0,3.8333333333333335,0.6666666666666666,0.4000000059604645,2.4000000953674316,2.4,1.4,3.5999999999999996
00-0036422,Adam Trautman,NO,2021,9,ATL,1,1,43.0,7.0,18.0,6.399999983608723,49.0,5.25,0.88,8.0,7,4,0.1666666716337204,0.18429003655910492,2.0,47.0,0,2.0,0.5,61.0,8.714285714285714,5.875,4.699999809265137,8.699999809265137,8.7,6.7,13.049999999999999
00-0036422,Adam Trautman,NO,2021,10,TEN,0,0,0.0,0.0,0.0,7.4499999061226845,39.5,5.0,0.84,6.0,6,5,0.17142857611179352,0.03870967775583267,0.0,32.0,0,24.0,4.8,12.0,2.0,5.333333333333333,3.200000047683716,8.199999809265137,8.2,5.7,12.299999999999999
00-0036422,Adam Trautman,NO,2021,11,PHI,0,0,0.0,0.0,0.0,15.274999737739563,102.75,8.75,0.68,8.0,8,5,0.2222222238779068,0.1450381726026535,1.0,58.0,1,24.0,4.8,38.0,4.75,7.25,11.800000190734863,16.799999237060547,16.8,14.3,25.200000000000003
00-0036422,Adam Trautman,NO,2021,15,TB,0,0,0.0,0.0,0.0,9.475000157952309,64.75,5.75,0.57,2.0,2,1,0.07999999821186066,0.1160714253783226,0.0,4.0,0,0.0,0.0,26.0,13.0,2.0,0.4000000059604645,1.399999976158142,1.4,0.9,2.0999999999999996
00-0036422,Adam Trautman,NO,2021,18,ATL,0,0,0.0,0.0,0.0,3.000000037252903,30.0,2.75,0.69,1.0,1,1,0.043478261679410934,0.0765027329325676,1.0,18.0,1,4.0,4.0,14.0,14.0,18.0,7.800000190734863,8.800000190734863,8.8,8.3,13.200000000000001
00-0036422,Adam Trautman,NO,2022,3,CAR,0,0,0.0,0.0,0.0,6.899999938905239,54.0,4.0,0.64,1.0,1,1,0.025641025975346565,0.019480518996715546,0.0,9.0,0,0.0,0.0,9.0,9.0,9.0,0.8999999761581421,1.899999976158142,1.9,1.4,2.8499999999999996
00-0036422,Adam Trautman,NO,2022,4,MIN,1,0,42.0,-4.0,23.0,7.275000020861626,57.75,5.0,0.65,3.0,3,3,0.1071428582072258,0.045016076415777206,1.0,37.0,0,23.0,7.666666666666667,14.0,4.666666666666667,12.333333333333334,3.700000047683716,6.699999809265137,6.7,5.2,10.05
00-0036422,Adam Trautman,NO,2022,5,SEA,1,0,45.5,5.5,20.0,13.974999904632568,89.75,5.0,0.65,3.0,3,2,0.11999999731779099,0.20000000298023224,1.0,32.0,1,7.0,3.5,40.0,13.333333333333334,10.666666666666666,9.199999809265137,11.199999809265137,11.2,10.2,16.799999999999997
00-0036422,Adam Trautman,NO,2022,6,CIN,1,0,42.5,-3.0,22.75,6.6499997936189175,56.5,5.75,0.22,1.0,1,1,0.032258063554763794,0.01149425283074379,0.0,8.0,0,5.0,5.0,3.0,3.0,8.0,0.800000011920929,1.7999999523162842,1.8,1.3,2.7
00-0036422,Adam Trautman,NO,2022,9,BAL,1,0,46.0,-1.0,23.5,8.02500006556511,50.25,5.75,0.35,1.0,1,1,0.0357142873108387,0.010309278033673763,0.0,8.0,0,6.0,6.0,2.0,2.0,8.0,0.800000011920929,1.7999999523162842,1.8,1.3,2.7
00-0036422,Adam Trautman,NO,2022,10,PIT,0,0,0.0,0.0,0.0,3.675000011920929,41.75,4.0,0.4,3.0,3,2,0.1071428582072258,0.051851850003004074,0.0,22.0,0,10.0,5.0,14.0,4.666666666666667,7.333333333333333,2.200000047683716,4.199999809265137,4.2,3.2,6.300000000000001
00-0036422,Adam Trautman,NO,2022,11,LA,1,0,39.5,2.5,18.5,8.399999961256981,54.0,3.75,0.7,3.0,3,3,0.1111111119389534,0.03139013424515724,0.0,12.0,0,5.0,1.6666666666666667,7.0,2.3333333333333335,4.0,1.2000000476837158,4.199999809265137,4.2,2.7,6.300000000000001
00-0036422,Adam Trautman,NO,2022,12,SF,0,0,0.0,0.0,0.0,5.000000007450581,50.0,5.25,0.61,1.0,1,1,0.03333333507180214,0.016260161995887756,0.0,17.0,0,13.0,13.0,4.0,4.0,17.0,1.7000000476837158,2.700000047683716,2.7,2.2,4.050000000000001
00-0036422,Adam Trautman,NO,2022,13,TB,0,0,0.0,0.0,0.0,8.524999849498272,55.25,5.75,0.8,3.0,3,2,0.1071428582072258,0.03883495181798935,1.0,28.0,0,29.0,14.5,8.0,2.6666666666666665,9.333333333333334,2.799999952316284,4.800000190734863,4.800000000000001,3.8000000000000003,7.200000000000001
00-0036422,Adam Trautman,NO,2022,15,ATL,1,1,43.5,5.0,19.25,7.224999833852053,42.25,3.25,0.65,1.0,1,0,0.05263157933950424,0.039603959769010544,0.0,0.0,0,0.0,,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,Adam Trautman,NO,2022,17,PHI,0,0,0.0,0.0,0.0,5.350000120699406,53.5,5.0,0.68,1.0,1,1,0.043478261679410934,0.025806451216340065,0.0,16.0,0,12.0,12.0,4.0,4.0,16.0,1.600000023841858,2.5999999046325684,2.6,2.1,3.9000000000000004
00-0036422,Adam Trautman,NO,2022,18,CAR,1,1,41.5,3.5,19.0,7.475000090897083,29.75,3.5,0.53,1.0,1,1,0.03999999910593033,0.021276595070958138,0.0,18.0,0,13.0,13.0,5.0,5.0,18.0,1.7999999523162842,2.799999952316284,2.8,2.3,4.199999999999999
00-0036422,Adam Trautman,DEN,2023,1,LV,1,1,43.0,3.0,20.0,6.475000003352761,44.5,6.0,0.72,5.0,5,5,0.15625,0.13636364042758942,2.0,34.0,0,16.0,3.2,18.0,3.6,6.8,3.4000000953674316,8.399999618530273,8.4,5.9,12.600000000000001
00-0036422,Adam Trautman,DEN,2023,2,WAS,1,0,38.5,4.0,17.25,9.024999924004078,60.25,5.5,0.82,1.0,1,0,0.03703703731298447,0.014084506779909134,1.0,0.0,0,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,Adam Trautman,DEN,2023,3,MIA,0,0,0.0,0.0,0.0,9.074999883770943,45.25,5.75,0.87,2.0,2,0,0.0555555559694767,-0.0025445292703807354,0.0,0.0,0,0.0,,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,Adam Trautman,DEN,2023,4,CHI,0,0,0.0,0.0,0.0,6.224999874830246,47.25,5.75,0.88,1.0,1,0,0.03846153989434242,0.042424242943525314,1.0,0.0,0,0.0,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,Adam Trautman,DEN,2023,5,NYJ,1,0,42.5,2.5,20.0,12.574999928474426,65.75,5.75,0.9,5.0,5,4,0.18518517911434174,0.280303031206131,2.0,26.0,1,9.0,2.25,37.0,7.4,5.2,8.600000381469727,12.600000381469727,12.6,10.6,18.9
00-0036422,Adam Trautman,DEN,2023,6,KC,0,0,0.0,0.0,0.0,7.02499994635582,60.25,5.5,0.69,2.0,2,1,0.09090909361839294,0.16239316761493683,0.0,4.0,0,6.0,6.0,19.0,9.5,2.0,0.4000000059604645,1.399999976158142,1.4,0.9,2.0999999999999996
00-0036422,Adam Trautman,DEN,2023,7,GB,1,0,44.0,1.5,21.25,6.7249999940395355,49.25,4.5,0.73,2.0,2,1,0.0833333358168602,0.22077922523021698,0.0,5.0,0,4.0,4.0,34.0,17.0,2.5,0.5,1.5,1.5,1.0,2.25
00-0036422,Adam Trautman,DEN,2023,10,BUF,0,0,0.0,0.0,0.0,11.350000083446503,63.5,6.25,0.64,2.0,2,2,0.06896551698446274,0.10000000149011612,0.0,15.0,0,5.0,2.5,10.0,5.0,7.5,1.5,3.5,3.5,2.5,5.25
00-0036422,Adam Trautman,DEN,2023,11,MIN,1,0,43.5,2.5,20.5,8.549999970942736,68.5,5.0,0.78,2.0,2,2,0.0625,0.12807881832122803,0.0,33.0,0,7.0,3.5,26.0,13.0,16.5,3.299999952316284,5.300000190734863,5.300000000000001,4.300000000000001,7.950000000000001
00-0036422,Adam Trautman,DEN,2023,12,CLE,1,0,37.5,1.5,18.0,2.950000047683716,29.5,2.5,0.91,1.0,1,1,0.0476190485060215,0.0683760717511177,1.0,8.0,1,0.0,0.0,8.0,8.0,8.0,6.800000190734863,7.800000190734863,7.8,7.3,11.7
00-0036422,Adam Trautman,DEN,2023,13,HOU,0,0,0.0,0.0,0.0,9.625000078231096,71.25,7.75,0.63,2.0,2,1,0.0833333358168602,0.041401274502277374,1.0,6.0,0,1.0,1.0,13.0,6.5,3.0,0.6000000238418579,1.600000023841858,1.6,1.1,2.4000000000000004
00-0036422,Adam Trautman,DEN,2023,14,LAC,0,0,0.0,0.0,0.0,5.950000047683716,44.5,4.5,0.69,3.0,3,2,0.10000000149011612,0.10126582533121109,2.0,19.0,1,8.0,4.0,16.0,5.333333333333333,6.333333333333333,7.900000095367432,9.899999618530273,9.9,8.9,14.850000000000001
00-0036422,Adam Trautman,DEN,2023,15,DET,0,0,0.0,0.0,0.0,9.82499984651804,38.5,4.0,0.47,3.0,3,1,0.09375,0.06465516984462738,1.0,24.0,0,25.0,25.0,15.0,5.0,8.0,2.4000000953674316,3.4000000953674316,3.4000000000000004,2.9000000000000004,5.1000000000000005
00-0036422,Adam Trautman,DEN,2023,16,NE,1,0,37.5,7.0,15.25,4.850000038743019,43.5,5.0,0.49,1.0,1,0,0.02857142873108387,0.007407407276332378,1.0,0.0,0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,Adam Trautman,DEN,2023,17,LAC,1,1,39.5,3.5,18.0,6.524999901652336,35.25,3.0,0.49,2.0,2,1,0.06666667014360428,0.03652967885136604,1.0,9.0,0,6.0,6.0,8.0,4.0,4.5,0.8999999761581421,1.899999976158142,1.9,1.4,2.8499999999999996
00-0036422,Adam Trautman,DEN,2023,18,LV,0,0,0.0,0.0,0.0,5.400000020861626,54.0,6.25,0.51,1.0,1,1,0.03125,0.03484320640563965,0.0,21.0,0,11.0,11.0,10.0,10.0,21.0,2.0999999046325684,3.0999999046325684,3.1,2.6,4.65
00-0036422,Adam Trautman,DEN,2024,1,SEA,0,0,0.0,0.0,0.0,8.099999964237213,50.75,4.5,0.35,1.0,1,0,0.02380952425301075,0.018939394503831863,0.0,0.0,0,0.0,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,Adam Trautman,DEN,2024,3,TB,0,0,0.0,0.0,0.0,5.400000095367432,39.0,4.75,0.68,1.0,1,1,0.029411764815449715,0.012345679104328156,0.0,13.0,0,10.0,10.0,3.0,3.0,13.0,1.2999999523162842,2.299999952316284,2.3,1.8,3.4499999999999997
00-0036422,Adam Trautman,DEN,2024,5,LV,1,1,36.0,3.0,16.5,5.975000001490116,44.75,4.25,0.54,1.0,1,1,0.03846153989434242,0.02777777798473835,0.0,19.0,0,15.0,15.0,4.0,4.0,19.0,1.899999976158142,2.9000000953674316,2.9000000000000004,2.4000000000000004,4.3500000000000005
00-0036422,Adam Trautman,DEN,2024,7,NO,0,0,0.0,0.0,0.0,8.725000023841858,72.25,6.0,0.62,3.0,3,0,0.11999999731779099,0.0,1.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,Adam Trautman,DEN,2024,8,CAR,1,0,40.5,13.0,13.75,8.34999993443489,53.5,5.0,0.56,4.0,4,4,0.10526315867900848,0.1318407952785492,2.0,85.0,1,32.0,8.0,53.0,13.25,21.25,14.5,18.5,18.5,16.5,27.75
