player_id,player_display_name,recent_team,season,week,opponent_team,is_home,is_division_rival,total_line,team_spread,team_implied_total,rolling_4wk_avg_wr_fantasy_points_allowed,rolling_4wk_avg_wr_receiving_yards_allowed,rolling_4wk_avg_wr_receptions_allowed,snap_percentage,routes_run,targets,receptions,target_share,air_yards_share,wopr,red_zone_targets,receiving_yards,receiving_tds,receiving_epa,yards_per_reception,yards_per_route_run,racr,fantasy_points,fantasy_points_ppr,dk_fantasy_points,fd_fantasy_points,dk_showdown_captain_points
00-0035676,A.J. Brown,TEN,2020,14,JAX,0,0,0.0,0.0,0.0,29.39999958872795,207.75,17.0,0.56,9.0,9,7,0.3913043439388275,0.5677083134651184,0.9843523502349854,0.0,112.0,1,9.080838203430176,16.0,12.444444444444445,1.0275229215621948,17.200000762939453,24.200000762939453,27.200000000000003,20.700000000000003,40.800000000000004
00-0035676,A.J. Brown,TEN,2020,15,DET,1,0,54.5,9.5,22.5,32.3250000923872,236.25,17.25,0.84,6.0,6,5,0.23076923191547394,0.16371680796146393,0.4607556164264679,1.0,44.0,1,6.148913860321045,8.8,7.333333333333333,1.1891891956329346,10.399999618530273,15.399999618530273,15.4,12.9,23.1
00-0035676,A.J. Brown,TEN,2020,16,GB,0,0,0.0,0.0,0.0,22.424999916926026,152.0,11.75,0.76,8.0,8,4,0.3199999928474426,0.42131978273391724,0.7749238610267639,0.0,43.0,0,-1.8032516241073608,10.75,5.375,0.5180723071098328,4.300000190734863,8.300000190734863,8.3,6.3,12.450000000000001
00-0035676,A.J. Brown,TEN,2020,17,HOU,0,0,0.0,0.0,0.0,27.924999598413706,188.25,13.75,0.9,11.0,11,10,0.40740740299224854,0.4019607901573181,0.892483651638031,1.0,151.0,1,15.026293754577637,15.1,13.727272727272727,1.227642297744751,21.100000381469727,31.100000381469727,34.1,26.1,51.150000000000006
00-0035676,A.J. Brown,TEN,2020,18,BAL,1,0,53.0,-3.5,28.25,17.81999997794628,123.5,11.0,0.9,0.0,10,6,0.38461539149284363,0.6329787373542786,1.0200082063674927,0.0,83.0,1,5.707264423370361,13.833333333333334,,0.6974790096282959,14.300000190734863,20.299999237060547,20.3,17.3,30.450000000000003
00-0035676,A.J. Brown,TEN,2021,1,ARI,1,0,54.0,2.5,25.75,15.85000005364418,112.0,9.25,0.81,8.0,8,4,0.2222222238779068,0.3029197156429291,0.5453771352767944,1.0,49.0,1,1.2036975622177124,12.25,6.125,0.5903614163398743,10.899999618530273,14.899999618530273,14.9,12.9,22.35
00-0035676,A.J. Brown,TEN,2021,2,SEA,0,0,0.0,0.0,0.0,19.224999845027924,146.5,11.5,0.84,9.0,9,3,0.23076923191547394,0.4236453175544739,0.6427055597305298,1.0,43.0,0,0.6721792221069336,14.333333333333334,4.777777777777778,0.25,4.300000190734863,7.300000190734863,7.3,5.8,10.95
00-0035676,A.J. Brown,TEN,2021,3,IND,1,1,47.0,4.5,21.25,34.89999958872795,221.75,15.0,0.12,2.0,2,0,0.07692307978868484,0.20000000298023224,0.255384624004364,0.0,0.0,0,-2.4929568767547607,,0.0,0.0,0.30000001192092896,0.30000001192092896,0.30000000000000004,0.30000000000000004,0.45000000000000007
00-0035676,A.J. Brown,TEN,2021,5,JAX,0,0,0.0,0.0,0.0,26.874999545514584,223.0,15.5,0.64,6.0,6,3,0.2857142984867096,0.3199999928474426,0.652571439743042,0.0,38.0,0,2.6010448932647705,12.666666666666666,6.333333333333333,0.7916666865348816,3.799999952316284,6.800000190734863,6.800000000000001,5.300000000000001,10.200000000000001
00-0035676,A.J. Brown,TEN,2021,6,BUF,1,0,53.5,-6.0,29.75,11.824999924749136,103.75,12.25,0.79,9.0,9,7,0.36000001430511475,0.45026177167892456,0.8551832437515259,1.0,91.0,0,7.07472562789917,13.0,10.11111111111111,1.0581395626068115,9.100000381469727,16.100000381469727,16.1,12.6,24.150000000000002
00-0035676,A.J. Brown,TEN,2021,7,KC,1,0,57.5,-4.0,30.75,23.60000003129244,137.25,10.5,0.62,9.0,9,8,0.3333333432674408,0.5873786211013794,0.9111650586128235,1.0,133.0,1,10.363099098205566,16.625,14.777777777777779,1.0991735458374023,19.299999237060547,27.299999237060547,30.3,23.3,45.45
00-0035676,A.J. Brown,TEN,2021,8,IND,0,0,0.0,0.0,0.0,21.274999871850014,157.0,13.75,0.92,11.0,11,10,0.34375,0.4553571343421936,0.8343750238418579,1.0,155.0,1,10.887213706970215,15.5,14.090909090909092,1.5196079015731812,21.5,31.5,34.5,26.5,51.75
00-0035676,A.J. Brown,TEN,2021,9,LA,0,0,0.0,0.0,0.0,21.09999990463257,165.75,13.75,0.78,11.0,11,5,0.42307692766189575,0.8659793734550476,1.2408009767532349,1.0,42.0,0,-4.777215003967285,8.4,3.8181818181818183,0.5,4.199999809265137,9.199999809265137,9.2,6.7,13.799999999999999
00-0035676,A.J. Brown,TEN,2021,10,NO,1,0,44.0,3.0,20.5,29.22500003874302,195.5,12.5,0.82,4.0,4,1,0.14814814925193787,0.3805970251560211,0.4886401295661926,1.0,16.0,0,-1.7714594602584839,16.0,4.0,0.3137255012989044,2.299999952316284,3.299999952316284,3.3000000000000003,2.8000000000000003,4.95
00-0035676,A.J. Brown,TEN,2021,11,HOU,1,1,44.5,10.5,17.0,30.025000348687172,189.0,13.25,0.52,9.0,9,5,0.1764705926179886,0.20140515267848969,0.4056894779205322,1.0,48.0,0,-6.608697414398193,9.6,5.333333333333333,0.5581395626068115,4.800000190734863,9.800000190734863,9.8,7.300000000000001,14.700000000000001
00-0035676,A.J. Brown,TEN,2021,16,SF,1,0,45.5,-3.5,24.5,29.09000018797815,180.0,13.25,0.74,16.0,16,11,0.5333333611488342,0.7821011543273926,1.347470760345459,2.0,145.0,1,10.703776359558105,13.181818181818182,9.0625,0.7213930487632751,20.5,31.5,34.5,26.0,51.75
00-0035676,A.J. Brown,TEN,2021,17,MIA,1,0,41.0,3.0,19.0,12.275000102818012,105.25,7.25,0.63,5.0,5,2,0.2777777910232544,0.6567164063453674,0.8763681650161743,0.0,41.0,0,1.0403536558151245,20.5,8.2,0.46590909361839294,4.099999904632568,6.099999904632568,6.1000000000000005,5.1000000000000005,9.15
00-0035676,A.J. Brown,TEN,2021,18,HOU,0,0,0.0,0.0,0.0,22.12500011920929,162.5,11.25,0.82,6.0,6,4,0.1875,0.18960244953632355,0.4139717221260071,1.0,68.0,1,4.931448459625244,17.0,11.333333333333334,1.0967742204666138,12.800000190734863,16.799999237060547,16.8,14.8,25.200000000000003
00-0035676,A.J. Brown,TEN,2021,20,CIN,1,0,48.5,4.0,22.25,22.175000220537186,160.5,14.25,0.87,0.0,9,5,0.375,0.7356321811676025,1.0774425268173218,0.0,142.0,1,7.6635942459106445,28.4,,0.7395833134651184,20.200000762939453,25.200000762939453,28.200000000000003,22.700000000000003,42.300000000000004
00-0035676,A.J. Brown,PHI,2022,1,DET,0,0,0.0,0.0,0.0,26.174999944865704,155.75,14.5,0.87,13.0,13,10,0.4482758641242981,0.7286821603775024,1.1824913024902344,2.0,155.0,0,8.58691692352295,15.5,11.923076923076923,1.648936152458191,15.5,25.5,28.5,20.5,42.75
00-0035676,A.J. Brown,PHI,2022,2,MIN,1,0,49.5,2.5,23.5,23.800000056624413,182.5,17.25,0.88,8.0,8,5,0.25806450843811035,0.38675957918167114,0.6578285098075867,0.0,69.0,0,5.309017658233643,13.8,8.625,0.6216216087341309,6.900000095367432,11.899999618530273,11.9,9.4,17.85
00-0035676,A.J. Brown,PHI,2022,3,WAS,0,0,0.0,0.0,0.0,21.07499983906746,133.75,10.25,0.8,10.0,10,5,0.29411765933036804,0.3289817273616791,0.671463668346405,3.0,85.0,1,6.093981742858887,17.0,8.5,0.6746031641960144,14.5,19.5,19.5,17.0,29.25
00-0035676,A.J. Brown,PHI,2022,4,JAX,1,0,44.0,6.5,18.75,24.074999794363976,149.5,10.5,0.85,7.0,7,5,0.2916666567325592,0.5555555820465088,0.8263888955116272,0.0,95.0,0,0.18045717477798462,19.0,13.571428571428571,1.0555555820465088,9.5,14.5,14.5,12.0,21.75
00-0035676,A.J. Brown,PHI,2022,5,ARI,0,0,0.0,0.0,0.0,17.74999976158142,135.5,12.5,0.74,7.0,7,3,0.20588235557079315,0.3870967626571655,0.579791247844696,2.0,32.0,0,-0.23667164146900177,10.666666666666666,4.571428571428571,0.6666666865348816,3.200000047683716,6.199999809265137,6.2,4.7,9.3
00-0035676,A.J. Brown,PHI,2022,6,DAL,1,1,42.5,6.5,18.0,19.850000137463212,145.25,12.75,0.86,8.0,8,5,0.3636363744735718,0.3333333432674408,0.7787878513336182,2.0,67.0,1,5.229593753814697,13.4,8.375,1.8611111640930176,12.699999809265137,17.700000762939453,17.7,15.2,26.549999999999997
00-0035676,A.J. Brown,PHI,2022,8,PIT,1,0,43.0,11.0,16.0,31.670000076293945,231.0,13.75,0.68,10.0,10,6,0.3333333432674408,0.5709779262542725,0.8996845483779907,0.0,156.0,3,11.749810218811035,26.0,15.6,0.8618784546852112,33.599998474121094,39.599998474121094,42.6,36.6,63.900000000000006
00-0035676,A.J. Brown,PHI,2022,9,HOU,0,0,0.0,0.0,0.0,15.999999836087227,139.25,9.5,0.86,6.0,6,4,0.23999999463558197,0.32065218687057495,0.5844565033912659,2.0,59.0,1,5.171543598175049,14.75,9.833333333333334,1.0,11.899999618530273,15.899999618530273,15.9,13.9,23.85
00-0035676,A.J. Brown,PHI,2022,10,WAS,1,1,43.0,11.0,16.0,19.49999988824129,153.5,11.25,0.78,4.0,4,1,0.1599999964237213,0.3118811845779419,0.458316832780838,0.0,7.0,0,-4.091110706329346,7.0,1.75,0.1111111119389534,0.699999988079071,1.7000000476837158,1.7000000000000002,1.2000000000000002,2.5500000000000003
00-0035676,A.J. Brown,PHI,2022,11,IND,0,0,0.0,0.0,0.0,12.90000020712614,112.75,9.25,0.88,7.0,7,5,0.30434781312942505,0.2849462330341339,0.655984103679657,1.0,60.0,0,-2.96620774269104,12.0,8.571428571428571,1.1320754289627075,4.0,9.0,10.0,6.5,15.0
00-0035676,A.J. Brown,PHI,2022,12,GB,1,0,46.0,6.5,19.75,22.14999993145466,161.0,12.25,0.96,6.0,6,4,0.23999999463558197,0.25555557012557983,0.5388888716697693,1.0,46.0,1,-3.044210433959961,11.5,7.666666666666667,1.0,8.600000381469727,12.600000381469727,13.600000000000001,10.600000000000001,20.400000000000002
00-0035676,A.J. Brown,PHI,2022,13,TEN,1,0,44.5,5.0,19.75,26.42500002682209,188.5,14.5,0.82,10.0,10,8,0.2631579041481018,0.42970821261405945,0.6955326199531555,0.0,119.0,2,9.111024856567383,14.875,11.9,0.7345678806304932,23.899999618530273,31.899999618530273,34.9,27.9,52.349999999999994
00-0035676,A.J. Brown,PHI,2022,14,NYG,0,0,0.0,0.0,0.0,22.974999856203794,172.25,14.0,0.85,6.0,6,4,0.19354838132858276,0.26599326729774475,0.47651785612106323,1.0,70.0,1,5.541913986206055,17.5,11.666666666666666,0.8860759735107422,13.0,17.0,17.0,15.0,25.5
00-0035676,A.J. Brown,PHI,2022,15,CHI,0,0,0.0,0.0,0.0,24.824999794363976,142.0,9.5,0.89,16.0,16,9,0.4324324429035187,0.540772557258606,1.0271893739700317,0.0,181.0,0,3.493572235107422,20.11111111111111,11.3125,0.7182539701461792,18.100000381469727,27.100000381469727,30.1,22.6,45.150000000000006
00-0035676,A.J. Brown,PHI,2022,16,DAL,0,0,0.0,0.0,0.0,31.499999970197678,180.75,13.5,0.92,8.0,8,6,0.23529411852359772,0.25619834661483765,0.5322800278663635,1.0,103.0,0,6.0899577140808105,17.166666666666668,12.875,1.1075268983840942,10.300000190734863,16.299999237060547,19.3,13.3,28.950000000000003
00-0035676,A.J. Brown,PHI,2022,17,NO,1,0,41.5,5.5,18.0,13.599999967962503,126.0,12.0,1.0,9.0,9,4,0.28125,0.33779263496398926,0.6583298444747925,0.0,97.0,1,-4.555146217346191,24.25,10.777777777777779,0.9603960514068604,15.699999809265137,19.700000762939453,19.700000000000003,17.700000000000003,29.550000000000004
00-0035676,A.J. Brown,PHI,2022,18,NYG,1,1,42.5,16.5,13.0,23.94999986886978,160.25,13.75,0.79,10.0,10,4,0.32258063554763794,0.6527196764945984,0.9407747387886047,1.0,95.0,0,4.205583095550537,23.75,9.5,0.6089743375778198,9.5,13.5,13.5,11.5,20.25
00-0035676,A.J. Brown,PHI,2022,20,NYG,1,1,48.0,8.0,20.0,18.429999887943268,139.25,13.25,0.73,0.0,6,3,0.25,0.4375,0.6812499761581421,0.0,22.0,0,-0.029239607974886894,7.333333333333333,,0.3492063581943512,2.200000047683716,5.199999809265137,5.2,3.7,7.800000000000001
00-0035676,A.J. Brown,PHI,2022,21,SF,1,0,45.0,2.5,21.25,26.65000006556511,184.5,14.5,0.84,0.0,8,4,0.3333333432674408,0.3948497772216797,0.7763948440551758,0.0,28.0,0,-1.7179630994796753,7.0,,0.30434781312942505,2.799999952316284,6.800000190734863,6.800000000000001,4.800000000000001,10.200000000000001
00-0035676,A.J. Brown,PHI,2022,22,KC,1,0,51.0,1.0,25.0,19.575000196695328,150.75,14.0,0.88,0.0,8,6,0.23529411852359772,0.39358600974082947,0.628451406955719,0.0,96.0,1,6.945859432220459,16.0,,0.7111111283302307,15.600000381469727,21.600000381469727,21.6,18.6,32.400000000000006
00-0035676,A.J. Brown,PHI,2023,1,NE,0,0,0.0,0.0,0.0,30.89999955892563,193.5,14.0,0.91,10.0,10,7,0.3333333432674408,0.5876288414001465,0.9113401770591736,0.0,79.0,0,1.2331640720367432,11.285714285714286,7.9,0.46198830008506775,7.900000095367432,14.899999618530273,14.9,11.4,22.35
00-0035676,A.J. Brown,PHI,2023,2,MIN,1,0,49.0,6.0,21.5,21.12500023841858,140.0,12.5,0.96,6.0,6,4,0.27272728085517883,0.26570048928260803,0.5950812697410583,1.0,29.0,0,1.1896567344665527,7.25,4.833333333333333,0.5272727012634277,2.9000000953674316,6.900000095367432,6.9,4.9,10.350000000000001
00-0035676,A.J. Brown,PHI,2023,3,TB,0,0,0.0,0.0,0.0,25.225000143051147,177.25,12.5,0.83,14.0,14,9,0.4000000059604645,0.39032256603240967,0.8732258081436157,4.0,131.0,0,5.604575157165527,14.555555555555555,9.357142857142858,1.0826445817947388,13.100000381469727,22.100000381469727,25.1,17.6,37.650000000000006
00-0035676,A.J. Brown,PHI,2023,4,WAS,1,1,43.0,9.5,16.75,24.399999894201756,157.25,11.0,0.96,13.0,13,9,0.38235294818878174,0.5824176073074341,0.9812217354774475,0.0,175.0,2,12.090685844421387,19.444444444444443,13.461538461538462,0.8254716992378235,29.5,38.5,41.5,34.0,62.25
00-0035676,A.J. Brown,PHI,2023,5,LA,0,0,0.0,0.0,0.0,17.625000178813934,131.75,11.0,0.99,8.0,8,6,0.23529411852359772,0.5113636255264282,0.7108957171440125,1.0,127.0,0,4.718540668487549,21.166666666666668,15.875,0.9407407641410828,12.699999809265137,18.700000762939453,21.700000000000003,15.700000000000001,32.550000000000004
00-0035676,A.J. Brown,PHI,2023,6,NYJ,0,0,0.0,0.0,0.0,10.725000016391277,99.75,10.0,0.96,9.0,9,7,0.20930232107639313,0.4185393154621124,0.6069310307502747,0.0,131.0,0,13.281367301940918,18.714285714285715,14.555555555555555,0.8791946172714233,13.100000381469727,20.100000381469727,23.1,16.6,34.650000000000006
00-0035676,A.J. Brown,PHI,2023,7,MIA,1,0,52.0,3.0,24.5,28.425000309944153,187.75,15.5,0.82,15.0,15,10,0.5,0.6636363863945007,1.214545488357544,1.0,137.0,1,0.34416669607162476,13.7,9.133333333333333,0.9383561611175537,19.700000762939453,29.700000762939453,32.7,24.700000000000003,49.050000000000004
00-0035676,A.J. Brown,PHI,2023,8,WAS,0,0,0.0,0.0,0.0,27.4750000461936,199.75,11.25,0.98,8.0,8,8,0.22857142984867096,0.385185182094574,0.6124867796897888,1.0,130.0,2,16.223295211791992,16.25,16.25,1.25,25.0,33.0,36.0,29.0,54.0
00-0035676,A.J. Brown,PHI,2023,9,DAL,1,1,46.5,3.5,21.5,17.225000048056245,127.75,9.25,0.97,9.0,9,7,0.4285714328289032,0.5421052575111389,1.0223308801651,1.0,66.0,1,1.7738715410232544,9.428571428571429,7.333333333333333,0.6407766938209534,12.600000381469727,19.600000381469727,19.6,16.1,29.400000000000002
00-0035676,A.J. Brown,PHI,2023,11,KC,0,0,0.0,0.0,0.0,18.5250001847744,123.0,8.75,0.95,4.0,4,1,0.190476194024086,0.4353741407394409,0.5904762148857117,1.0,8.0,0,-3.9696640968322754,8.0,2.0,0.125,0.800000011920929,1.7999999523162842,1.8,1.3,2.7
00-0035676,A.J. Brown,PHI,2023,12,BUF,1,0,49.0,2.5,23.25,15.22499993443489,114.5,10.75,0.94,9.0,9,5,0.3214285671710968,0.23979592323303223,0.6499999761581421,1.0,37.0,1,-0.8297398090362549,7.4,4.111111111111111,0.7872340679168701,9.699999809265137,14.699999809265137,14.7,12.2,22.049999999999997
00-0035676,A.J. Brown,PHI,2023,13,SF,1,0,46.5,-3.0,24.75,22.025000005960464,157.5,14.0,0.86,13.0,13,8,0.3095238208770752,0.3578595221042633,0.7147873640060425,6.0,114.0,0,8.199593544006348,14.25,8.76923076923077,1.0654205083847046,11.399999618530273,19.399999618530273,22.4,15.4,33.599999999999994
00-0035676,A.J. Brown,PHI,2023,14,DAL,0,0,0.0,0.0,0.0,21.1249997317791,151.25,14.25,0.93,13.0,13,9,0.4642857015132904,0.4880546033382416,1.0380667448043823,0.0,94.0,0,-1.3024574518203735,10.444444444444445,7.230769230769231,0.6573426723480225,7.400000095367432,16.399999618530273,17.4,11.9,26.099999999999998
00-0035676,A.J. Brown,PHI,2023,15,SEA,0,0,0.0,0.0,0.0,31.000000074505806,191.75,13.5,0.96,10.0,10,5,0.3333333432674408,0.4406779706478119,0.808474600315094,0.0,56.0,0,4.0866780281066895,11.2,5.6,0.4307692348957062,5.599999904632568,10.600000381469727,10.600000000000001,8.100000000000001,15.900000000000002
00-0035676,A.J. Brown,PHI,2023,16,NYG,1,1,41.0,14.0,13.5,18.400000035762787,113.75,13.75,0.97,11.0,11,6,0.3055555522441864,0.5279187560081482,0.8278765082359314,1.0,80.0,0,4.212948799133301,13.333333333333334,7.2727272727272725,0.7692307829856873,8.0,14.0,14.0,11.0,21.0
00-0035676,A.J. Brown,PHI,2023,17,ARI,1,0,48.0,12.0,18.0,15.125000005587935,103.5,9.75,0.94,5.0,5,4,0.21739129722118378,0.23999999463558197,0.49408695101737976,0.0,53.0,0,4.143153190612793,13.25,10.6,0.9814814925193787,5.300000190734863,9.300000190734863,9.3,7.300000000000001,13.950000000000001
00-0035676,A.J. Brown,PHI,2023,18,NYG,0,0,0.0,0.0,0.0,25.499999687075615,155.75,13.25,0.18,1.0,1,1,0.03030303120613098,0.024316109716892242,0.06247582286596298,0.0,9.0,0,-5.126998424530029,9.0,9.0,1.125,-1.100000023841858,-0.10000000149011612,0.8999999999999999,-0.6000000000000001,1.3499999999999999
00-0035676,A.J. Brown,PHI,2024,1,GB,1,0,49.5,2.0,23.75,14.800000175833702,145.5,11.75,0.95,10.0,10,5,0.3448275923728943,0.48148149251937866,0.8542784452438354,1.0,119.0,1,5.005039691925049,23.8,11.9,1.1442307233810425,17.899999618530273,22.899999618530273,25.9,20.4,38.849999999999994
00-0035676,A.J. Brown,PHI,2024,6,CLE,1,0,42.0,8.0,17.0,21.974999943748116,142.0,10.75,0.92,9.0,9,6,0.375,0.6204081773757935,0.9967857003211975,0.0,116.0,1,5.924100875854492,19.333333333333332,12.88888888888889,0.7631579041481018,17.600000381469727,23.600000381469727,26.6,20.6,39.900000000000006
00-0035676,A.J. Brown,PHI,2024,7,NYG,0,0,0.0,0.0,0.0,23.22500016540289,155.25,13.0,0.77,5.0,5,5,0.3571428656578064,0.75,1.0607142448425293,0.0,89.0,1,10.126351356506348,17.8,17.8,1.1866666078567505,14.899999618530273,19.899999618530273,19.9,17.4,29.849999999999998
00-0035676,A.J. Brown,PHI,2024,8,CIN,0,0,0.0,0.0,0.0,21.350000210106373,158.75,14.5,0.82,6.0,6,5,0.31578946113586426,0.43888887763023376,0.7809064388275146,0.0,84.0,0,5.383068084716797,16.8,14.0,1.0632911920547485,8.399999618530273,13.399999618530273,13.4,10.9,20.1
00-0035676,A.J. Brown,PHI,2024,9,JAX,1,0,46.0,7.5,19.25,25.639999985694885,160.75,12.25,0.47,4.0,4,2,0.17391304671764374,0.2801724076271057,0.45699024200439453,0.0,36.0,0,-0.8866532444953918,18.0,9.0,0.5538461804389954,3.5999999046325684,5.599999904632568,5.6,4.6,8.399999999999999
00-0035676,A.J. Brown,PHI,2024,10,DAL,0,0,0.0,0.0,0.0,23.849999994039536,145.5,10.25,0.74,7.0,7,5,0.3499999940395355,0.5446428656578064,0.90625,1.0,109.0,0,4.576159954071045,21.8,15.571428571428571,0.8934426307678223,10.899999618530273,15.899999618530273,18.9,13.4,28.349999999999998
00-0035676,A.J. Brown,PHI,2024,11,WAS,1,1,49.5,4.5,22.5,14.150000050663948,101.25,8.75,0.97,8.0,8,5,0.3199999928474426,0.4534161388874054,0.7973912954330444,1.0,65.0,0,1.7131519317626953,13.0,8.125,0.8904109597206116,6.5,11.5,11.5,9.0,17.25
00-0035676,A.J. Brown,PHI,2024,12,LA,0,0,0.0,0.0,0.0,29.17500004172325,179.75,11.75,0.89,7.0,7,6,0.3684210479259491,0.6146789193153381,0.9829068183898926,1.0,109.0,1,9.978005409240723,18.166666666666668,15.571428571428571,1.6268656253814697,16.899999618530273,22.899999618530273,25.9,19.9,38.849999999999994
00-0035676,A.J. Brown,PHI,2024,13,BAL,0,0,0.0,0.0,0.0,23.220000533387065,177.0,12.5,0.96,6.0,6,5,0.3529411852359772,0.6285714507102966,0.9694117903709412,0.0,66.0,0,3.400385618209839,13.2,11.0,0.75,6.599999904632568,11.600000381469727,11.600000000000001,9.100000000000001,17.400000000000002
00-0035676,A.J. Brown,PHI,2024,14,CAR,1,0,44.5,14.0,15.25,15.574999799951911,121.5,11.25,0.95,4.0,4,4,0.21052631735801697,0.2857142984867096,0.5157894492149353,1.0,43.0,0,4.703815460205078,10.75,10.75,1.34375,4.300000190734863,8.300000190734863,8.3,6.3,12.450000000000001
00-0035676,A.J. Brown,PHI,2024,15,PIT,1,0,43.0,5.5,18.75,20.2249998152256,132.25,10.25,0.91,11.0,11,8,0.35483869910240173,0.4444444477558136,0.84336918592453,1.0,110.0,1,8.571144104003906,13.75,10.0,1.1956521272659302,17.0,25.0,28.0,21.0,42.0
00-0035676,A.J. Brown,PHI,2024,16,WAS,0,0,0.0,0.0,0.0,19.51000027358532,121.75,9.5,1.0,15.0,15,8,0.6000000238418579,0.6830357313156128,1.3781249523162842,3.0,97.0,1,0.9950973391532898,12.125,6.466666666666667,0.6339869499206543,15.699999809265137,23.700000762939453,23.700000000000003,19.700000000000003,35.550000000000004
00-0035676,A.J. Brown,PHI,2024,17,DAL,1,1,37.5,7.5,15.0,26.325000017881393,179.75,15.75,0.91,5.0,5,3,0.2777777910232544,0.36263737082481384,0.6705127954483032,2.0,36.0,1,2.3214986324310303,12.0,7.2,0.5454545617103577,9.600000381469727,12.600000381469727,12.6,11.1,18.9
00-0035676,A.J. Brown,PHI,2024,19,GB,1,0,45.5,5.5,20.0,17.950000062584877,143.25,13.0,0.93,0.0,3,1,0.1666666716337204,0.4166666567325592,0.5416666865348816,0.0,10.0,0,-1.853477954864502,10.0,,0.20000000298023224,1.0,2.0,2.0,1.5,3.0
00-0035676,A.J. Brown,PHI,2024,20,LA,1,0,43.5,7.0,18.25,17.750000283122063,129.75,13.0,0.97,0.0,7,2,0.3499999940395355,0.7596899271011353,1.0567829608917236,0.0,14.0,0,0.15694469213485718,7.0,,0.1428571492433548,1.399999976158142,3.4000000953674316,3.4000000000000004,2.4000000000000004,5.1000000000000005
